"@Lesson","@Sequence","Chinese (traditional)","Chinese (simplified)","pinyin","English","part of speech"
"BLCU Reader Chapter 56","68","飛","飞","fēi","to fly","V"
"BLCU Reader Chapter 56","69","溫暖","温暖","wēnnuǎn","warm","A"
"BLCU Reader Chapter 56","70","播種","播种","bō zhǒng","to sow seeds; to sow",""
"BLCU Reader Chapter 56","71","收穫","收获","shōuhuò","to harvest; to gain","V"
"BLCU Reader Chapter 56","72","至少","至少","zhìshǎo","at least","Adv"
"BLCU Reader Chapter 56","73","堅信","坚信","jiānxìn","to firmly believe","V"
"BLCU Reader Chapter 56","74","榮譽","荣誉","róngyù","honour; credit","N"
"BLCU Reader Chapter 56","75","袁隆平","袁隆平","yuán lóngpíng","Yuan Longping (name of a Chinese scientist)","PN"
"BLCU Reader Chapter 56","76","東南大學","东南大学","dōngnán dàxué","Southeast University","PN"
"BLCU Reader Chapter 56","77","西南農業學院","西南农业学院","xīnán nóngyè xuéyuàn","Southwest Agriculture Institute","PN"
"BLCU Reader Chapter 56","78","安江農校","安江农校","ānjiāng nóngxiào","Anjiang Aricultural School","PN"
"BLCU Reader Chapter 56","79","講座","讲座","jiǎngzuò","lecture; course of lectures","N"
"BLCU Reader Chapter 56","80","回顧","回顾","huígù","to look back; to review","V"
"BLCU Reader Chapter 56","81","靈感","灵感","línggǎn","inspiration","N"
"BLCU Reader Chapter 56","82","詼諧","诙谐","huīxié","humourous; jocular","Adv"
"BLCU Reader Chapter 56","83","負負得正","负负得正","fù fù dé zhèng","a negatice number multiplied by another negative number makes the product positive",""
"BLCU Reader Chapter 56","84","負","负","fù","negative number","N"
"BLCU Reader Chapter 56","85","正","正","zhèng","positive number","N"
"BLCU Reader Chapter 56","86","捕捉","捕捉","bǔzhuō","to hunt; to catch; to seize","V"
"BLCU Reader Chapter 56","87","不懈","不懈","búxiè","untiring; unremitting","Adv"
"BLCU Reader Chapter 56","88","思索","思索","sīsuǒ","to ponder; to think deeply","V"
"BLCU Reader Chapter 56","89","前奏","前奏","qiánzòu","prelude","N"
"BLCU Reader Chapter 56","90","下降","下降","xiàjiàng","to descend; to drop","V"
"BLCU Reader Chapter 56","91","權威","权威","quánwēi","authority","N"
"BLCU Reader Chapter 56","92","人均","人均","rénjūn","per capita","A"
"BLCU Reader Chapter 56","93","單產","单产","dānchǎn","per unit area yield","N"
"BLCU Reader Chapter 56","94","熟","熟","shú","ripe; cooked; familiar","A"
"BLCU Reader Chapter 56","95","玉米","玉米","yùmǐ","maize; corn","N"
"BLCU Reader Chapter 56","96","施","施","shī","to use; to apply; to bestow","V"
"BLCU Reader Chapter 56","97","化肥","化肥","huàféi","chemical fertilizer","N"
"BLCU Reader Chapter 56","98","潛力","潜力","qiánlì","potential; potentialitities","N"
"BLCU Reader Chapter 56","99","貢獻","贡献","gòngxiàn","to contribute; to dedicate; contribution","V, N"
"BLCU Reader Chapter 56","100","示範","示范","shìfàn","to set an example; to demonstrate","V"
"BLCU Reader Chapter 56","101","真誠","真诚","zhēnchéng","sincere; genuine; true","A"
"BLCU Reader Chapter 56","102","贊美","赞美","zànměi","to praise","V"
"BLCU Reader Chapter 56","103","皮膚","皮肤","pífū","skin","N"
"BLCU Reader Chapter 56","104","懷疑","怀疑","huáiyí","to doubt; suspicion","V, N"
"BLCU Reader Chapter 56","105","保養","保养","bǎoyǎng","to take good care of one's health; to maintain","V"
"BLCU Reader Chapter 56","106","任何","任何","rènhé","any","Pr"
"BLCU Reader Chapter 56","107","照","照","zhào","to photo; to reflect; to mirror","V"
"BLCU Reader Chapter 56","108","接待","接待","jiēdài","to receive; to admit","V"
"BLCU Reader Chapter 57","1","婚姻","婚姻","hūnyīn","marriage; wedlock","N"
"BLCU Reader Chapter 57","2","對於","对于","duìyú","with regard to; concerning to","Prep"
"BLCU Reader Chapter 57","3","墳墓","坟墓","fénmù","tomb; grave","N"
"BLCU Reader Chapter 57","4","升華","升华","shēnghuá","to sublimate; sublimation","V, N"
"BLCU Reader Chapter 57","5","危險","危险","wēixiǎn","danger; dangerous","N, A"
"BLCU Reader Chapter 57","6","獨自","独自","dúzì","alone; by oneself","Adv"
"BLCU Reader Chapter 57","7","獨","独","dú","only; alone","A"
"BLCU Reader Chapter 57","8","角色","角色","juésè","role; part","N"
"BLCU Reader Chapter 57","9","必定","必定","bìdìng","must; to be sure to","Adv"
"BLCU Reader Chapter 57","10","好漢","好汉","hǎohàn","brave man; true man; hero","N"
"BLCU Reader Chapter 57","11","熄","熄","xī","to put out (light, etc.); to extinguish","V"
"BLCU Reader Chapter 57","12","同屋","同屋","tóngwū","roommate","N"
"BLCU Reader Chapter 57","13","發表","发表","fābiǎo","to express one's opinions; to publish","V"
"BLCU Reader Chapter 57","14","議論","议论","yìlùn","to comment; to talk; to discuss; comment; remark","V, N"
"BLCU Reader Chapter 57","15","時刻","时刻","shíkè","(a point of) time; hour; moment","N"
"BLCU Reader Chapter 57","16","月光","月光","yuèguāng","moonlight","N"
"BLCU Reader Chapter 57","17","灑","洒","sǎ","to sprinkle; to spray; to spill","V"
"BLCU Reader Chapter 57","18","夜空","夜空","yèkōng","night sky","N"
"BLCU Reader Chapter 57","19","未來","未来","wèilái","future; in the future","N"
"BLCU Reader Chapter 57","20","談論","谈论","tánlùn","to talk about; to discuss","V"
"BLCU Reader Chapter 57","21","女性","女性","nǚxìng","female; woman","N"
"BLCU Reader Chapter 57","22","解放","解放","jiěfàng","to liberate; to emancipate","V"
"BLCU Reader Chapter 57","23","道路","道路","dàolù","path; road; way","N"
"BLCU Reader Chapter 57","24","激動","激动","jīdòng","excited; to excite","A, V"
"BLCU Reader Chapter 57","25","幼稚","幼稚","yòuzhì","childish; puerile; naïve","A"
"BLCU Reader Chapter 57","26","少年不識愁滋味","少年不识愁滋味","shàonián bù shí chóu zīwèi","youth do not know the taste of worries",""
"BLCU Reader Chapter 57","27","少年","少年","shàonián","early youth (from ten to sixteen)","N"
"BLCU Reader Chapter 57","28","愁","愁","chóu","to worry; worry","V, N"
"BLCU Reader Chapter 57","29","滋味","滋味","zīwèi","taste; flavor","N"
"BLCU Reader Chapter 57","30","驕傲","骄傲","jiāo'ào","arrogant; proud","A"
"BLCU Reader Chapter 57","31","立即","立即","lìjí","immediately; at once","Adv"
"BLCU Reader Chapter 57","32","甩","甩","shuǎi","to swing; to throw","V"
"BLCU Reader Chapter 57","33","當","当","dāng","to treat as; to regard as; to take for","V"
"BLCU Reader Chapter 57","34","戀愛","恋爱","liàn'ài","love; to be in love","N, V"
"BLCU Reader Chapter 57","35","要不然","要不然","yàoburán","otherwise","Conj"
"BLCU Reader Chapter 57","36","如何","如何","rúhé","how","Adv"
"BLCU Reader Chapter 57","37","賢妻良母","贤妻良母","xián qī liáng mǔ","virtuous wife and loving mother",""
"BLCU Reader Chapter 57","38","賢","贤","xián","virtuous","A"
"BLCU Reader Chapter 57","39","良","良","liáng","fine","A"
"BLCU Reader Chapter 57","40","美好","美好","měihǎo","fine; happy","A"
"BLCU Reader Chapter 57","41","報答","报答","bàodá","to repay","V"
"BLCU Reader Chapter 57","42","醒悟","醒悟","xǐngwù","to wake up to reality; to come to realize the truth","V"
"BLCU Reader Chapter 57","43","大丈夫主義","大丈夫主义","dàzhàngfu zhǔyì","male chauvinism",""
"BLCU Reader Chapter 57","44","大丈夫","大丈夫","dàzhàngfu","true man; real man","N"
"BLCU Reader Chapter 57","45","安穩","安稳","ānwěn","smooth and steady","A"
"BLCU Reader Chapter 57","46","寫作","写作","xiězuò","to write; writing","V, N"
"BLCU Reader Chapter 57","47","反復","反复","fǎnfù","repeatedly; again and again; repeat","Adv, N"
"BLCU Reader Chapter 57","48","漸漸","渐渐","jiànjiàn","gradually; little by little","Adv"
"BLCU Reader Chapter 57","49","焦急","焦急","jiāojí","anxious; worried","A"
"BLCU Reader Chapter 57","50","委屈","委屈","wěiqu","to feel wronged; to nurse a grievance","V, A"
"BLCU Reader Chapter 57","51","憤怒","愤怒","fènnù","indignant; angry","A"
"BLCU Reader Chapter 57","52","碰見","碰见","pèngjiàn","to meet unexpectedly; to run into","V"
"BLCU Reader Chapter 57","53","壞人","坏人","huàirén","bad person","N"
"BLCU Reader Chapter 57","54","出事","出事","chū shì","to have an accident",""
"BLCU Reader Chapter 57","55","交代","交代","jiāodài","to explain; to account fo; to hand over","V"
"BLCU Reader Chapter 57","56","編輯","编辑","biānjí","to edit; editor","V, N"
"BLCU Reader Chapter 57","57","約稿","约稿","yuē gǎo","ask for contribution (to a magazine, etc.)",""
"BLCU Reader Chapter 57","58","稿","稿","gǎo","manuscript; article; draft","N"
"BLCU Reader Chapter 57","59","不時","不时","bùshí","constantly; frequently","Adv"
"BLCU Reader Chapter 57","60","拖","拖","tuō","to pull; to drag; to delay","V"
"BLCU Reader Chapter 57","61","沉重","沉重","chénzhòng","heavy; serious","A"
"BLCU Reader Chapter 57","62","腳步","脚步","jiǎobù","footfall; footstep","N"
"BLCU Reader Chapter 57","63","驚訝","惊讶","jīngyà","surprised; astonished","A"
"BLCU Reader Chapter 57","64","吵架","吵架","chǎo jià","to quarrel; to wrangle",""
"BLCU Reader Chapter 57","65","吵","吵","chǎo","to quarrel; to wrangle; to make a noise","V"
"BLCU Reader Chapter 57","66","公文包","公文包","gōngwénbāo","briefcase","N"
"BLCU Reader Chapter 57","67","公文","公文","gōngwén","official document","N"
"BLCU Reader Chapter 57","68","堵","堵","dǔ","to stop up; to block up","V"
"BLCU Reader Chapter 57","69","皺眉頭","皱眉头","zhòu méitóu","to knit one's brows",""
"BLCU Reader Chapter 57","70","眉頭","眉头","méitóu","brows","N"
"BLCU Reader Chapter 57","71","追求","追求","zhuīqiú","to pursue; to seek","V"
"BLCU Reader Chapter 57","72","燈光","灯光","dēngguāng","lamplight","N"
"BLCU Reader Chapter 57","73","照","照","zhào","to shine; to light up","V"
"BLCU Reader Chapter 57","74","內心","内心","nèixīn","heart; innermost being","N"
"BLCU Reader Chapter 57","75","熄滅","熄灭","xīmiè","(of a fire, light, etc.) to go out","V"
"BLCU Reader Chapter 57","76","滅","灭","miè","(of a fire, light, etc.) to go out; to extinguish; to turn off","V"
"BLCU Reader Chapter 57","77","彌漫","弥漫","mímàn","to fill the air; to spread all over the place","V"
"BLCU Reader Chapter 57","78","溫柔","温柔","wēnróu","gentle and soft","A"
"BLCU Reader Chapter 57","79","體貼","体贴","tǐtiē","to show consideration for","V"
"BLCU Reader Chapter 57","80","充滿","充满","chōngmǎn","to be full of; to fill","V"
"BLCU Reader Chapter 57","81","求教","求教","qiú jiào","to ask for advice; to consult",""
"BLCU Reader Chapter 57","82","暗暗","暗暗","àn'àn","secretly","Adv"
"BLCU Reader Chapter 57","83","採購","采购","cǎigòu","to purchase","V"
"BLCU Reader Chapter 57","84","正月","正月","zhēngyuè","the first month of the lunar year","N"
"BLCU Reader Chapter 57","85","初五","初五","chūwǔ","the fifth day of a lunar month","N"
"BLCU Reader Chapter 57","86","四周","四周","sìzhōu","all around","N"
"BLCU Reader Chapter 57","87","俱","俱","jù","all; completely","Adv"
"BLCU Reader Chapter 57","88","行動","行动","xíngdòng","to act; action; activity","V, N"
"BLCU Reader Chapter 57","89","湯料","汤料","tāngliào","soup stock","N"
"BLCU Reader Chapter 57","90","大蒜末","大蒜末","dàsuànmò","garlic powder","N"
"BLCU Reader Chapter 57","91","大蒜","大蒜","dàsuàn","garlic","N"
"BLCU Reader Chapter 57","92","末","末","mò","powder","N"
"BLCU Reader Chapter 57","93","伸","伸","shēn","to stretch; to extend","V"
"BLCU Reader Chapter 57","94","鮮","鲜","xiān","delicious; tasty","A"
"BLCU Reader Chapter 57","95","粉絲","粉丝","fěnsī","vermicelli made from bean starch, etc.","N"
"BLCU Reader Chapter 57","96","無窮","无穷","wúqióng","infinite; endless; boundless","A"
"BLCU Reader Chapter 57","97","購物","购物","gòu wù","to go shopping",""
"BLCU Reader Chapter 57","98","醬油","酱油","jiàngyóu","soy sauce; soy","N"
"BLCU Reader Chapter 57","99","誤","误","wù","mistake","N"
"BLCU Reader Chapter 57","100","腿腳","腿脚","tuǐjiǎo","ability to walk; legs and feet","N"
"BLCU Reader Chapter 57","101","照","照","zhào","according to","Prep"
"BLCU Reader Chapter 57","102","鬼迷心竅","鬼迷心窍","guǐ mí xīn qiào","to be obsessed; to be possessed",""
"BLCU Reader Chapter 57","103","賭氣","赌气","dǔ qì","to feel wronged and act rashly",""
"BLCU Reader Chapter 57","104","臨","临","lín","on the point of; be about to","Adv"
"BLCU Reader Chapter 57","105","公公","公公","gōnggong","father-in-law","N"
"BLCU Reader Chapter 57","106","傳","传","chuán","to pass; to send","V"
"BLCU Reader Chapter 57","107","罵","骂","mà","to abuse; to curse","V"
"BLCU Reader Chapter 57","108","逼","逼","bī","to force; to compel","V"
"BLCU Reader Chapter 57","109","嫂子","嫂子","sǎozi","elder brother's wife","N"
"BLCU Reader Chapter 58","1","背影","背影","bèiyǐng","view of somebody's back","N"
"BLCU Reader Chapter 58","2","背","背","bèi","back","N"
"BLCU Reader Chapter 58","3","影","影","yǐng","shadow","N"
"BLCU Reader Chapter 58","4","相見","相见","xiāngjiàn","to meet","V"
"BLCU Reader Chapter 58","5","忘記","忘记","wàngjì","to forget","V"
"BLCU Reader Chapter 58","6","祖母","祖母","zǔmǔ","grandma; grannie","N"
"BLCU Reader Chapter 58","7","差使","差使","chāishi","work; job","N"
"BLCU Reader Chapter 58","8","交卸","交卸","jiāoxiè","to hand over official duties to one's successor","V"
"BLCU Reader Chapter 58","9","禍不單行","祸不单行","huò bù dān xíng","misfortunes never come singly",""
"BLCU Reader Chapter 58","10","奔喪","奔丧","bēnsāng","to hasten home for the funeral of a parent or grandparent","V"
"BLCU Reader Chapter 58","11","狼藉","狼藉","lánjí","in disorder","N"
"BLCU Reader Chapter 58","12","簌簌","簌簌","sùsù","rustle; (tears) streaming down","Ono, A"
"BLCU Reader Chapter 58","13","流","流","liú","to flow; to stream","V"
"BLCU Reader Chapter 58","14","如此","如此","rúcǐ","so; thus; herein","Pr"
"BLCU Reader Chapter 58","15","好在","好在","hǎozài","fortunately; luckily","Adv"
"BLCU Reader Chapter 58","16","天無絕人之路","天无绝人之路","tiān wú jué rén zhī lù","Heaven will always leave a door open",""
"BLCU Reader Chapter 58","17","變賣","变卖","biànmài","to sell off (one's property)","V"
"BLCU Reader Chapter 58","18","典質","典质","diǎnzhì","to mortgage; to pawn","V"
"BLCU Reader Chapter 58","19","虧空","亏空","kuīkong","debt; deficit","N"
"BLCU Reader Chapter 58","20","喪事","丧事","sāngshì","funeral arrangement","N"
"BLCU Reader Chapter 58","21","光景","光景","guāngjǐng","circumstances; conditions","N"
"BLCU Reader Chapter 58","22","慘淡","惨淡","cǎndàn","gloomy; dismal","A"
"BLCU Reader Chapter 58","23","賦閑","赋闲","fùxián","to be unemployed","V"
"BLCU Reader Chapter 58","24","完畢","完毕","wánbì","to finish; to complete; to end","V"
"BLCU Reader Chapter 58","25","謀事","谋事","móushì","to look for a job","V"
"BLCU Reader Chapter 58","26","念書","念书","niàn shū","to study",""
"BLCU Reader Chapter 58","27","同行","同行","tóngxíng","travel together","V"
"BLCU Reader Chapter 58","28","游逛","游逛","yóuguàng","to stroll about","V"
"BLCU Reader Chapter 58","29","停留","停留","tíngliú","to stay for a time; to stop","V"
"BLCU Reader Chapter 58","30","須","须","xū","must","V"
"BLCU Reader Chapter 58","31","渡","渡","dù","to cross a river","V"
"BLCU Reader Chapter 58","32","旅館","旅馆","lǚguǎn","hotel","N"
"BLCU Reader Chapter 58","33","熟識","熟识","shúshí","to be familiar with","V"
"BLCU Reader Chapter 58","34","茶房","茶房","cháfáng","waiter; steward","N"
"BLCU Reader Chapter 58","35","再三","再三","zàisān","over and over again","Adv"
"BLCU Reader Chapter 58","36","囑咐","嘱咐","zhǔfù","to enjoin; to exhort","V"
"BLCU Reader Chapter 58","37","仔細","仔细","zǐxì","careful","A"
"BLCU Reader Chapter 58","38","妥帖","妥帖","tuǒtiē","appropriate","A"
"BLCU Reader Chapter 58","39","頗","颇","pō","considerably; quite","Adv"
"BLCU Reader Chapter 58","40","躊躇","踌躇","chóuchú","to hesitate","V"
"BLCU Reader Chapter 58","41","照看","照看","zhàokàn","to keep an eye on; to look after","V"
